market_ticker,return_1h,return_6h,return_24h,trend_slope_24h,max_drawdown_24h,volatility_24h,vol_regime_shift,high_low_range_24h,candle_count
KXNBAGAME-26FEB05CHAHOU-HOU,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-UAB16,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-PHI11,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-GSW9,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL19,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX21,,,,,,,,,0
KXNBAGAME-26FEB05SASDAL-DAL,,,,,,,,,0
KXNCAAWBGAME-26FEB05LSUTEX-LSU,,,,,,,,,0
KXNCAAWBGAME-26FEB05LSUTEX-TEX,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX6,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-UAB13,,,,,,,,,0
KXNCAAWBGAME-26FEB05OSUWASH-OSU,,,,,,,,,0
KXNCAAWBGAME-26FEB05OSUWASH-WASH,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-DAL7,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-PHI8,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL16,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-GSW6,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX18,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-SAS20,,,,,,,,,0
KXNCAAMBGAME-26FEB05MEMUAB-MEM,,,,,,,,,0
KXNCAAMBGAME-26FEB05MEMUAB-UAB,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL1,,,,,,,,,0
KXNCAAMBGAME-26FEB05CSNCP-CSN,,,,,,,,,0
KXNCAAMBGAME-26FEB05CSNCP-CP,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL4,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX3,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-UAB10,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-PHI2,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL7,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX9,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL10,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX12,,,,,,,,,0
KXNCAAMBGAME-26FEB05OSUMD-OSU,,,,,,,,,0
KXNCAAMBGAME-26FEB05OSUMD-MD,,,,,,,,,0
KXNCAAMBGAME-26FEB05UCRVCSF-UCRV,,,,,,,,,0
KXNCAAMBGAME-26FEB05UCRVCSF-CSF,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-IDHO12,,,,,,,,,0
KXNCAAMBGAME-26FEB06LCHIDAV-LCHI,,,,,,,,,0
KXNCAAMBGAME-26FEB06LCHIDAV-DAV,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-UAB7,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-DAL4,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-214,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-235,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-LAL13,,,,,,,,,0
KXNBASPREAD-26FEB05PHILAL-PHI5,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-PHX15,,,,,,,,,0
KXNBASPREAD-26FEB05GSWPHX-GSW3,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO16,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-212,,,,,,,,,0
KXNCAAMBGAME-26JAN29SFPACHS-SFPA,-0.916667,-0.977273,-0.978261,-1.485036,0.978723,0.261622,1.4379,1.452804,18
KXNCAAMBGAME-26JAN29SFPACHS-CHS,0.11236,0.677966,0.8,1.486068,0.067797,0.101139,1.4959,0.903285,18
KXNBATOTAL-26FEB05PHILAL-217,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB14,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-209,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-215,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-235,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NAUIDST-NAU7,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-218,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-247,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-232,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-221,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05JVSTWKU-JVST9,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-TARL2,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-224,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-227,,,,,,,,,0
KXNCAAWBGAME-26JAN31ARSTGASO-ARST,0.166667,0.0,0.02439,-0.254902,0.142857,0.060812,1.6253,0.147399,17
KXNCAAMBSPREAD-26FEB05EWUMONT-MONT21,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-244,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-230,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-217,,,,,,,,,0
KXNBAGAME-26FEB05CHITOR-TOR,,,,,,,,,0
KXNBAGAME-26FEB05CHITOR-CHI,,,,,,,,,0
KXNCAAWBGAME-26FEB05MISSALA-ALA,,,,,,,,,0
KXNCAAWBGAME-26FEB05MISSALA-MISS,,,,,,,,,0
KXNCAAWBGAME-26JAN31ARSTGASO-GASO,0.27451,-0.015152,0.0,0.301471,0.227273,0.108799,1.3353,0.24024,16
KXNCAAMBTOTAL-26FEB05LBSUUCSD-129,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-232,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-233,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-238,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCD10,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-229,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-UAB4,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-220,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-211,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05JVSTWKU-124,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD21,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CSN13,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-132,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-192,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05EWUMONT-EWU6,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-136,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO13,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-226,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-223,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-189,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-CBU10,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD9,,,,,,,,,0
KXNCAAWBGAME-26FEB05LMUSMC-SMC,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CSN1,,,,,,,,,0
KXNCAAWBGAME-26FEB05LMUSMC-LMU,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB11,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSBUCI-145,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSBUCI-142,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCRVCSF-155,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05TARLCBU-138,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05TARLCBU-141,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05NAUIDST-128,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-177,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05LBSUUCSD-144,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05JVSTWKU-JVST6,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-147,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST15,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05LBSUUCSD-141,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NAUIDST-NAU4,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05LBSUUCSD-147,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSBUCI-148,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05TARLCBU-144,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-174,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-180,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCRVCSF-158,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCRVCSF-152,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-166,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-168,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05JVSTWKU-127,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-171,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-162,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05EWUMONT-166,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF3,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSBUCI-UCI19,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05IDHOMTST-135,,,,,,,,,0
KXNCAAMBGAME-26FEB05EWUMONT-MONT,,,,,,,,,0
KXNCAAMBGAME-26FEB05EWUMONT-EWU,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05EWUMONT-139,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSBUCI-UCI13,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-226,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-236,,,,,,,,,0
KXNCAAWBGAME-26FEB01MERETSU-ETSU,0.174603,-0.063291,-0.075,-0.570691,0.222222,0.096192,1.6806,0.231594,18
KXNBASPREAD-26FEB05SASDAL-SAS17,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CSN4,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF9,,,,,,,,,0
KXNCAAWBGAME-26FEB01MERETSU-MER,0.0,0.545455,-0.055556,-0.378741,0.416667,0.241428,1.4401,0.474517,18
KXNCAAMBTOTAL-26FEB05UCRVCSF-161,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD12,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD6,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-183,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-CBU7,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-CBU13,,,,,,,,,0
KXNCAAMBGAME-26FEB05LBSUUCSD-UCSD,,,,,,,,,0
KXNCAAMBGAME-26FEB05LBSUUCSD-LBSU,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05LBSUUCSD-150,,,,,,,,,0
KXNBAGAME-26FEB05UTAATL-ATL,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD15,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD3,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-CBU16,,,,,,,,,0
KXNBAGAME-26FEB05UTAATL-UTA,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSBUCI-UCI10,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-CBU4,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CP2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-UAB1,,,,,,,,,0
KXNCAAMBGAME-26FEB05TARLCBU-CBU,,,,,,,,,0
KXNCAAWBGAME-26FEB06NESTON-NE,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSBUCI-UCI22,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSBUCI-UCI16,,,,,,,,,0
KXNCAAMBGAME-26FEB05TARLCBU-TARL,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCRVCSF-CSF6,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCRVCSF-149,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05LBSUUCSD-138,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSBUCI-139,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05TARLCBU-135,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CP8,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSBUCI-UCI7,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CP5,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-DAL1,,,,,,,,,0
KXNCAAMBGAME-26FEB05CSBUCI-CSB,,,,,,,,,0
KXNCAAMBGAME-26FEB05CSBUCI-UCI,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-SAS14,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCD7,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-205,,,,,,,,,0
KXNCAAWBGAME-26FEB06HAMPDREX-HAMP,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-168,,,,,,,,,0
KXNCAAWBGAME-26FEB06HAMPDREX-DREX,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-IDHO6,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-220,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05LBSUUCSD-UCSD18,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05CSNCP-CSN10,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05EWUMONT-EWU3,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-SAS11,,,,,,,,,0
KXNCAAWBGAME-26FEB05ORSTGONZ-ORST,,,,,,,,,0
KXNCAAWBGAME-26FEB05ORSTGONZ-GONZ,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-SAS8,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-208,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-223,,,,,,,,,0
KXNBATOTAL-26FEB05GSWPHX-229,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-SAS2,,,,,,,,,0
KXNCAAWBGAME-26FEB05FSUNCST-FSU,,,,,,,,,0
KXNCAAWBGAME-26FEB05FSUNCST-NCST,,,,,,,,,0
KXNBASPREAD-26FEB05SASDAL-SAS5,,,,,,,,,0
KXNBATOTAL-26FEB05PHILAL-241,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSBUCI-133,,,,,,,,,0
KXNCAAWBGAME-26FEB05USCNW-NW,,,,,,,,,0
KXNCAAWBGAME-26FEB05USCNW-USC,,,,,,,,,0
KXNCAAMBGAME-26FEB05NAUIDST-IDST,,,,,,,,,0
KXNCAAWBGAME-26FEB05NDSUUMKC-NDSU,,,,,,,,,0
KXNCAAWBGAME-26FEB05NDSUUMKC-UMKC,,,,,,,,,0
KXNCAAMBGAME-26FEB05NAUIDST-NAU,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05CSNCP-186,,,,,,,,,0
KXNBATOTAL-26FEB05SASDAL-239,,,,,,,,,0
KXNCAAMBGAME-26FEB05JVSTWKU-WKU,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCRVCSF-146,,,,,,,,,0
KXNCAAMBGAME-26FEB05JVSTWKU-JVST,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05TARLCBU-132,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-142,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05MEMUAB-163,,,,,,,,,0
KXNCAAMBGAME-26FEB05IDHOMTST-IDHO,,,,,,,,,0
KXNHLSPREAD-26FEB05LAVGK-VGK1,,,,,,,,,0
KXNCAAMBGAME-26FEB05IDHOMTST-MTST,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05TARLCBU-CBU1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-UNCO10,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NAUIDST-NAU1,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UNCOWEB-150,,,,,,,,,0
KXNHLSPREAD-26FEB05LAVGK-VGK2,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCSBUCD-136,,,,,,,,,0
KXNHLSPREAD-26FEB05LAVGK-LA2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST12,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB8,,,,,,,,,0
KXNCAAMBTOTAL-26FEB05UCSBUCD-157,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NAUIDST-IDST17,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB11,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05JVSTWKU-JVST3,,,,,,,,,0
KXNCAAWBGAME-26FEB05SFSEA-SEA,,,,,,,,,0
KXNCAAWBGAME-26FEB05SFSEA-SF,,,,,,,,,0
KXNHLSPREAD-26FEB05LAVGK-LA1,,,,,,,,,0
KXNFLOT-26FEB08SEANE-OT,,,,,,,,,0
KXNCAAWBGAME-26FEB05UCICSB-UCI,,,,,,,,,0
KXNCAAWBGAME-26FEB05UCICSB-CSB,,,,,,,,,0
KXNHLPTS-26FEB05FLATB-FLABMARCHAND63-1,,,,,,,,,0
KXNHLTOTAL-26FEB05LAVGK-5,,,,,,,,,0
KXNHLTOTAL-26FEB05LAVGK-6,,,,,,,,,0
KXNHLGOAL-26FEB05FLATB-FLABMARCHAND63,,,,,,,,,0
KXNHLTOTAL-26FEB05LAVGK-7,,,,,,,,,0
KXNHLFIRSTGOAL-26FEB05NSHWSH-WSHSMILANO15,,,,,,,,,0
KXNHLTOTAL-26FEB05LAVGK-3,,,,,,,,,0
KXEPLGAME-26FEB06LEENFO-NFO,,,,,,,,,0
KXNHLTOTAL-26FEB05LAVGK-4,,,,,,,,,0
KXLALIGAGAME-26FEB06RCCOSA-RCC,,,,,,,,,0
KXEPLGAME-26FEB06LEENFO-LEE,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05BOLUCH-UCH,,,,,,,,,0
KXEPLGAME-26FEB06LEENFO-TIE,,,,,,,,,0
KXNHLFIRSTGOAL-26FEB05FLATB-FLAERODRIGUES17,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05BOLUCH-BOL,,,,,,,,,0
KXNCAAMBGAME-26FEB05UTAUTU-UTA,,,,,,,,,0
KXNCAAMBGAME-26FEB05UTAUTU-UTU,,,,,,,,,0
KXLIGUE1GAME-26FEB06FCMLIL-LIL,,,,,,,,,0
KXNCAAMBGAME-26FEB05UNCOWEB-WEB,,,,,,,,,0
KXNCAAMBGAME-26FEB05EIUTNST-EIU,,,,,,,,,0
KXSERIEAGAME-26FEB06VERPIS-VER,,,,,,,,,0
KXNCAAMBGAME-26FEB05NEOMUND-UND,,,,,,,,,0
KXNCAAMBGAME-26FEB05NEOMUND-NEOM,,,,,,,,,0
KXSERIEAGAME-26FEB06VERPIS-PIS,,,,,,,,,0
KXNCAAMBGAME-26FEB05EIUTNST-TNST,,,,,,,,,0
KXNCAAMBGAME-26FEB05DENNDSU-NDSU,,,,,,,,,0
KXWTAMATCH-26FEB06BEJTAU-TAU,,,,,,,,,0
KXNCAAMBGAME-26FEB05UNCOWEB-UNCO,,,,,,,,,0
KXLALIGAGAME-26FEB06RCCOSA-OSA,,,,,,,,,0
KXCS2TOTALMAPS-26FEB01NRGMOUZ-3,,,,,,,,,0
KXSERIEAGAME-26FEB06VERPIS-TIE,,,,,,,,,0
KXBUNDESLIGAGAME-26FEB06UNISGE-SGE,,,,,,,,,0
KXLIGUE1GAME-26FEB06FCMLIL-FCM,,,,,,,,,0
KXLALIGAGAME-26FEB06RCCOSA-TIE,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU13,,,,,,,,,0
KXBUNDESLIGAGAME-26FEB06UNISGE-TIE,,,,,,,,,0
KXNCAAMBGAME-26FEB05DENNDSU-DEN,,,,,,,,,0
KXBUNDESLIGAGAME-26FEB06UNISGE-UNI,,,,,,,,,0
KXWTAMATCH-26FEB06CIRSNI-CIR,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-MEM11,,,,,,,,,0
KXLIGUE1GAME-26FEB06FCMLIL-TIE,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU19,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06ZALEFS-EFS,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05ELLMCC-MCC,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05ACUVU-UVU19,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-MEM8,,,,,,,,,0
KXWTAMATCH-26FEB06BAPALE-ALE,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06VIBOPI-VIB,,,,,,,,,0
KXWTAMATCH-26FEB06SASGRA-SAS,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-MEM2,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06OLMASV-OLM,,,,,,,,,0
KXWTAMATCH-26FEB06KARWAL-KAR,,,,,,,,,0
KXNCAAMBGAME-26FEB05MORESEMO-MORE,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06FCBBVG-BVG,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST6,,,,,,,,,0
KXWTAMATCH-26FEB06ZAKGRA-ZAK,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-MEM5,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST9,,,,,,,,,0
KXWTAMATCH-26FEB06RADOLI-RAD,,,,,,,,,0
KXNCAAMBGAME-26FEB05USIUTM-USI,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06ZALEFS-ZAL,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05IDHOMTST-MTST3,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06OLMASV-ASV,,,,,,,,,0
KXWTAMATCH-26FEB06FRECEN-FRE,,,,,,,,,0
KXLOLGAME-26FEB06BRODRX-BRO,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06FCBBVG-FCB,,,,,,,,,0
KXWTAMATCH-26FEB06KAWSEI-SEI,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06MTACZV-MTA,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06MTACZV-CZV,,,,,,,,,0
KXLOLGAME-26FEB06WBIG-WB,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05MEMUAB-MEM14,,,,,,,,,0
KXWTAMATCH-26FEB06COCGOR-COC,,,,,,,,,0
KXWTAMATCH-26FEB06ZVOZHA-ZHA,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NEOMUND-NEOM2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCD1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCD4,,,,,,,,,0
KXLOLGAME-26FEB06WBIG-IG,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU10,,,,,,,,,0
KXKBLGAME-26FEB06PHOKNI-KNI,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB5,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NEOMUND-NEOM5,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05NEOMUND-UND1,,,,,,,,,0
KXNCAAMBGAME-26FEB05LINWUALR-LINW,,,,,,,,,0
KXWTAMATCH-26FEB06BEJTAU-BEJ,,,,,,,,,0
KXEUROLEAGUEGAME-26FEB06VIBOPI-OPI,,,,,,,,,0
KXNBLGAME-26FEB06BRITAS-BRI,,,,,,,,,0
KXCS2GAME-26FEB06MOUZG2-G2,,,,,,,,,0
KXLOLGAME-26FEB06BRODRX-DRX,,,,,,,,,0
KXLOLGAME-26FEB06BLGAL-BLG,,,,,,,,,0
KXCS2GAME-26FEB06MOUZG2-MOUZ,,,,,,,,,0
KXATPMATCH-26FEB06MANGEA-GEA,,,,,,,,,0
KXBUNDESLIGATOTAL-26FEB06UNISGE-1,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB06BARTRA-TRA,,,,,,,,,0
KXNCAAMBGAME-26FEB05LINWUALR-UALR,,,,,,,,,0
KXNBLGAME-26FEB06CARPER-CAR,,,,,,,,,0
KXCS2GAME-26FEB06FURIAAUR-AUR,,,,,,,,,0
KXWTAMATCH-26FEB06VALROD-VAL,,,,,,,,,0
KXCS2GAME-26FEB06FURIAAUR-FURIA,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU7,,,,,,,,,0
KXSCOTTISHPREMGAME-26FEB04DUNMOT-MOT,-0.1875,-0.071429,-0.071429,0.026471,0.1875,0.073478,1.3058,0.211765,16
KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR-TIE,,,,,,,,,0
KXKBLGAME-26FEB06PHOKNI-PHO,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU16,,,,,,,,,0
KXNCAAMBGAME-26FEB05WIUTNTC-WIU,,,,,,,,,0
KXNBLGAME-26FEB06BRITAS-TAS,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU22,,,,,,,,,0
KXNBASPREAD-26FEB05CHAHOU-CHA3,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05OSUMD-OSU1,,,,,,,,,0
KXSERIEATOTAL-26FEB06VERPIS-2,,,,,,,,,0
KXEFLCHAMPIONSHIPGAME-26FEB06CHAQPR-QPR,,,,,,,,,0
KXWTAMATCH-26FEB06RUZSTA-RUZ,,,,,,,,,0
KXATPCHALLENGERMATCH-26FEB05LADEL-LA,,,,,,,,,0
KXSERIEATOTAL-26FEB06VERPIS-1,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UCSBUCD-UCSB8,,,,,,,,,0
KXNBASPREAD-26FEB05CHAHOU-CHA12,,,,,,,,,0
KXATPMATCH-26FEB06DAMNAR-DAM,,,,,,,,,0
KXSCOTTISHPREMGAME-26FEB04DUNMOT-TIE,0.0,0.0,-0.029412,-0.122378,0.029412,0.008455,0.0,0.149626,12
KXNCAAMBSPREAD-26FEB05NEOMUND-UND4,,,,,,,,,0
KXBUNDESLIGATOTAL-26FEB06UNISGE-2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB5,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UNCOWEB-WEB2,,,,,,,,,0
KXNCAAMBSPREAD-26FEB05UTAUTU-UTA8,,,,,,,,,0
